identifier,class,subclass,luminosity_class,full_class,recno,spt,effective_temperature_1,log_surface_gravity_1,metallicity_fe_h_1,visual_magnitude,effective_temperature_2,log_surface_gravity_2,metallicity_fe_h_2,radius,mass,luminosity,distance,lamost,date
19850925_J044622.61+542657.2,F,F0,,F0,5218,kA5hA7mA8,7657.0,3.968,0.038,14.085,7653.0,4.3141,0.0381,1.543,1.79,7.35809,898.979,J044622.61+542657.2,1985-09-25 20:04:00
19820113_J044700.81+542419.1,A,A2,V,A2V,5234,kA3hA5mA7,,,,12.361,8006.0,3.4568,-0.255,4.299,1.93,68.41838,1274.23,J044700.81+542419.1,1982-01-13 15:08:00
19851029_J045235.99+542114.4,F,F0,,F0,5431,kA5hF0mF1,7323.0,4.045,0.122,12.356,7322.0,,0.1239,2.06,,,570.485,J045235.99+542114.4,1985-10-29 18:03:00
19851029_J045504.43+544659.3,F,F0,,F0,5536,kA3hA7mA9,7534.0,3.994,0.148,13.732,7536.0,4.0562,0.139,2.047,1.74,12.18376,1418.99,J045504.43+544659.3,1985-10-29 18:03:00
19840212_J045300.88+550232.6,A,A5,V,A5V,5445,kA3hA5mA8,8118.0,4.011,0.103,,,,,,,,,J045300.88+550232.6,1984-02-12 11:38:00
19851029_J045407.77+550102.2,A,A7,IV,A7IV,5498,kA7hA9mF2,,,,11.276,7457.0,4.0028,-0.0861,2.158,1.71,12.97619,541.413,J045407.77+550102.2,1985-10-29 18:03:00
19851029_J045445.59+552614.0,A,A7,V,A7V,5526,kA7hA9mF0,,,,,,,,,,,,J045445.59+552614.0,1985-10-29 18:03:00
19820105_J043331.34+530221.9,F,F0,,F0,4825,kA8hF1mF2,7149.0,3.897,0.091,13.067,7138.0,3.2495,0.0747,4.954,1.59,57.40721,1394.33,J043331.34+530221.9,1982-01-05 14:46:00
19850925_J043602.88+531903.9,A,A1,IV,A1IV,4904,kA1hA2mA3,,,,14.213,7721.0,4.0085,,2.212,1.82,15.66879,1455.33,J043602.88+531903.9,1985-09-25 20:04:00
19831025_J043551.83+532016.3,F,F0,,F0,4900,kA7hF1mF0,7320.0,4.07,-0.122,12.113,7318.0,4.3702,-0.1238,1.392,1.657,5.00565,440.122,J043551.83+532016.3,1983-10-25 18:29:00
19820113_J043404.95+530844.5,A,A7,V,A7V,4845,kA4hA7mA8,7721.0,4.091,-0.163,12.353,7776.0,4.0041,-0.1266,2.236,1.84,16.46246,603.886,J043404.95+530844.5,1982-01-13 15:09:00
19880215_J043838.61+533954.7,F,F0,,F0,4965,kA6hF6mF2,7302.0,3.853,0.608,14.578,6386.0,3.9388,,2.01,1.28,6.05427,1112.99,J043838.61+533954.7,1988-02-15 11:47:00
19850925_J043653.12+534600.3,A,A2,V,A2V,4918,kA1hA9mF2,,,,14.602,6224.0,,,13.349,,,4391.8501,J043653.12+534600.3,1985-09-25 20:04:00
19820113_J043716.08+535151.7,A,A1,IV,A1IV,4930,kA1hA4mA5,,,,13.109,7369.0,3.412,,4.223,1.68,47.38791,1480.23,J043716.08+535151.7,1982-01-13 14:35:00
19860119_J043703.29+541624.4,A,A1,IV,A1IV,4922,kA1hA2mA4,,,,13.294,7690.0,4.1427,,1.885,1.8,11.19651,940.109,J043703.29+541624.4,1986-01-19 12:48:00
19851029_J043953.56+540926.7,A,A2,IV,A2IV,5019,kA1hA2mA3,,,,10.646,8489.0,3.8449,,2.875,2.11,38.68514,548.995,J043953.56+540926.7,1985-10-29 18:03:00
19860119_J044254.28+541308.8,F,F0,,F0,5102,kA8hF2mF3,7252.0,3.868,0.504,11.276,7246.0,4.0748,0.515,1.94,1.63,9.34524,594.477,J044254.28+541308.8,1986-01-19 12:48:00
19851029_J044430.24+542001.0,A,A7,V,A7V,5156,kA6hA8mA9,,,,10.551,7754.0,3.9081,,2.49,1.83,20.19549,550.071,J044430.24+542001.0,1985-10-29 18:03:00
19851029_J044212.78+542210.2,A,A7,V,A7V,5086,kA2hA8mA9,,,,10.658,7118.0,3.8929,,2.356,1.582,12.83863,485.378,J044212.78+542210.2,1985-10-29 18:03:00
19880215_J043841.98+541144.0,F,F0,,F0,4972,kA4hA5mA9,6863.0,4.03,-0.394,14.746,5936.0,3.7657,,2.254,1.08,5.68126,1084.25,J043841.98+541144.0,1988-02-15 11:47:00
19820105_J044146.98+544659.9,A,A1,IV,A1IV,5075,kA1hA2mA3,,,,12.392,7964.0,4.1806,,1.864,1.92,12.58854,818.957,J044146.98+544659.9,1982-01-05 14:45:00
19850925_J043215.25+534854.8,F,F0,,F0,4780,kA9hF2mF3,6960.0,4.177,0.042,12.903,6907.0,4.0085,0.0422,2.008,1.5,8.26809,778.379,J043215.25+534854.8,1985-09-25 20:04:00
19820113_J043224.47+535245.5,A,A8,II,A8II,4783,kA8hF2mF2,7100.0,4.199,-0.008,11.13,7052.0,3.9094,-0.0433,2.294,1.558,11.72411,431.274,J043224.47+535245.5,1982-01-13 15:11:00
19850925_J043530.04+543424.0,A,A7,V,A7V,4890,kA6hA7mA9,,,,11.907,7723.0,3.8724,0.094,2.588,1.82,21.46132,725.335,J043530.04+543424.0,1985-09-25 20:04:00
19850925_J043600.82+543802.8,A,A1,IV,A1IV,4902,kA1hA2mA3,,,,13.482,8062.0,3.8892,,2.627,1.95,26.26315,1413.87,J043600.82+543802.8,1985-09-25 20:04:00
19850925_J043442.59+543451.3,F,F0,,F0,4865,kA6hF2mF1,7109.0,4.146,-0.171,13.897,7097.0,4.6743,-0.1483,0.956,1.575,2.08991,551.53,J043442.59+543451.3,1985-09-25 20:04:00
19851029_J043345.68+543519.4,A,A1,IV,A1IV,4832,kA2hA4mA5,,,,12.843,7209.0,3.523,,3.65,1.62,32.41916,1063.86,J043345.68+543519.4,1985-10-29 18:03:00
19850925_J043952.62+544211.6,F,F0,,F0,5015,kA7hF0mF0,7273.0,4.057,-0.155,13.768,7272.0,4.2852,-0.1553,1.527,1.64,5.87349,758.684,J043952.62+544211.6,1985-09-25 20:04:00
19831025_J043843.09+544636.1,A,A6,IV,A6IV,4973,kA6hF0mF0,7467.0,4.353,0.023,14.069,7467.0,,0.021,,,,264.641,J043843.09+544636.1,1983-10-25 18:26:00
19850925_J043941.91+545911.2,F,F0,,F0,5008,kA6hF1mF1,7187.0,4.184,-0.16,13.008,7186.0,4.1208,-0.1647,1.827,1.607,8.01405,732.958,J043941.91+545911.2,1985-09-25 20:04:00
19850925_J043839.64+545700.9,A,A1,IV,A1IV,4968,kA1hA2mA4,,,,13.156,7319.0,3.5189,,3.712,1.66,35.62914,1716.4,J043839.64+545700.9,1985-09-25 20:04:00
19850925_J043916.03+550233.5,F,F0,,F0,4986,kA6hF1mF1,7188.0,4.139,-0.022,13.901,7185.0,4.254,-0.027,1.568,1.61,5.90702,929.241,J043916.03+550233.5,1985-09-25 20:04:00
19850925_J044151.22+551122.2,A,A7,V,A7V,5077,kA7hA9mF0,7495.0,4.048,-0.068,14.383,6707.0,,,,,,2128.1399,J044151.22+551122.2,1985-09-25 20:04:00
19850925_J043804.96+550920.8,A,A5,V,A5V,4951,kA2hA7mA7,8353.0,3.981,0.468,13.132,8275.0,4.0148,0.4595,2.325,2.04,22.84224,1006.2,J043804.96+550920.8,1985-09-25 20:04:00
19860119_J044143.28+552323.4,F,F0,,F0,5072,kA5hA7mA8,7325.0,4.068,-0.148,13.571,7333.0,,-0.148,,,,945.091,J044143.28+552323.4,1986-01-19 12:48:00
19860119_J044148.68+553712.8,F,F0,,F0,5076,kA7hF0mF2,7239.0,3.924,0.388,12.075,7258.0,4.3058,0.3813,1.489,1.634,5.53993,589.957,J044148.68+553712.8,1986-01-19 12:48:00
19820105_J044457.89+542953.6,F,F0,,F0,5176,kA7hF0mF0,7090.0,4.121,0.002,11.751,7116.0,,-0.0084,1.848,,,366.422,J044457.89+542953.6,1982-01-05 14:45:00
19860119_J044529.05+551256.4,A,A2,IV,A2IV,5194,kA1hA2mA3,,,,11.464,8457.0,4.0234,-0.735,2.336,2.1,25.14714,811.589,J044529.05+551256.4,1986-01-19 12:48:00
19851029_J045102.04+551220.6,F,F0,,F0,5367,kA6hF0mF1,7393.0,4.106,-0.079,13.624,7397.0,4.311,-0.077,1.505,1.69,6.10877,950.146,J045102.04+551220.6,1985-10-29 18:03:00
19860119_J045128.02+552815.7,F,F0,,F0,5395,kA7hF1mF0,7312.0,3.994,-0.255,13.259,7302.0,3.9595,-0.2595,2.229,1.65,12.72299,1218.76,J045128.02+552815.7,1986-01-19 12:48:00
19860119_J045638.83+561427.2,A,A5,V,A5V,5590,kA2hA7mA9,,,,13.243,7214.0,4.0595,,1.968,1.62,9.45037,822.627,J045638.83+561427.2,1986-01-19 12:48:00
19851029_J045214.35+555214.7,A,A5,V,A5V,5417,kA2hA6mA7,,,,13.608,6995.0,4.0995,,1.832,1.54,7.24311,981.073,J045214.35+555214.7,1985-10-29 18:03:00
19851029_J045411.23+561026.7,F,F0,,F0,5499,kA5hA7mF0,7864.0,3.644,0.489,13.539,7851.0,3.5371,0.4873,3.858,1.87,50.94717,1534.26,J045411.23+561026.7,1985-10-29 18:03:00
19861211_J045541.93+561408.3,A,A5,V,A5V,5560,kA3hA5mA8,7980.0,3.986,0.467,14.762,6674.0,3.9719,,2.031,1.41,7.37293,1152.48,J045541.93+561408.3,1986-12-11 17:08:00
19851029_J045405.33+562146.5,A,A5,V,A5V,5496,kA2hA3mA5,,,,12.77,7386.0,3.6453,,3.229,1.68,27.95388,932.738,J045405.33+562146.5,1985-10-29 18:03:00
19840212_J044309.14+551648.4,F,F0,,F0,5115,kA7hF1mF1,7101.0,4.123,0.014,14.07,7108.0,4.3672,0.015,1.364,1.58,4.27719,938.713,J044309.14+551648.4,1984-02-12 11:38:00
19840212_J044435.80+552504.7,F,F0,,F0,5160,kA7hF2mF1,7158.0,4.127,-0.097,13.24,7160.0,4.3009,-0.096,1.481,1.6,5.1957,800.344,J044435.80+552504.7,1984-02-12 11:38:00
19850925_J044448.24+552332.9,A,A6,IV,A6IV,5167,kA2hA7mA8,,,,11.343,7593.0,4.1578,,1.837,1.77,10.10725,510.967,J044448.24+552332.9,1985-09-25 20:04:00
19850925_J044437.50+552625.4,F,F0,,F0,5161,kA9hF2mF3,7237.0,3.906,0.344,12.414,7230.0,4.0896,0.3299,1.901,1.62,8.89707,746.861,J044437.50+552625.4,1985-09-25 20:04:00
19851029_J044325.92+553211.6,F,F0,,F0,5128,kA7hF0mF0,7277.0,4.059,-0.04,12.012,7266.0,4.0971,-0.0468,1.896,1.64,9.03116,637.687,J044325.92+553211.6,1985-10-29 18:03:00
19850925_J044244.04+552709.7,A,A7,II,A7II,5097,kA7hF2mF2,,,,,,,,,,,,J044244.04+552709.7,1985-09-25 20:04:00
19860119_J044455.88+555059.3,A,A2,IV,A2IV,5173,kA1hA2mA4,,,,10.56,8630.0,3.7872,,3.109,2.16,48.31258,693.607,J044455.88+555059.3,1986-01-19 12:48:00
19851029_J044339.37+555846.4,F,F0,,F0,5131,kA5hA9mF1,7364.0,4.057,0.176,13.705,7365.0,4.3162,0.176,1.491,1.68,5.89712,984.745,J044339.37+555846.4,1985-10-29 18:03:00
19860119_J044846.51+562805.4,A,A5,V,A5V,5289,kA2hA8mA8,,,,11.278,7577.0,4.248,,1.651,1.76,8.0951,480.836,J044846.51+562805.4,1986-01-19 12:48:00
19851029_J045153.24+564753.4,F,F0,,F0,5405,kA6hF1mF0,7232.0,4.08,-0.183,13.276,7245.0,4.2788,-0.188,1.534,1.63,5.83797,789.921,J045153.24+564753.4,1985-10-29 18:03:00
19851030_J041215.05+515111.8,A,A7,V,A7V,4104,kA4hA7mA8,,,,12.38,7510.0,3.7165,,3.018,1.73,26.11111,1214.1899,J041215.05+515111.8,1985-10-30 18:01:00
19831025_J041247.02+520000.7,F,F0,,F0,4124,kA7hF1mF1,7137.0,3.864,0.03,12.832,7135.0,,0.0365,,,,512.879,J041247.02+520000.7,1983-10-25 19:21:00
19851030_J041801.19+523842.8,A,A7,V,A7V,4315,kA6hA9mF0,7543.0,4.091,-0.043,12.845,7540.0,4.3736,-0.041,1.421,1.74,5.87814,698.379,J041801.19+523842.8,1985-10-30 18:01:00
19870214_J041559.40+524528.5,A,A7,V,A7V,4233,kA5hA8mF0,,,,13.72,7393.0,4.3958,-0.257,1.365,1.69,5.01415,885.994,J041559.40+524528.5,1987-02-14 11:22:00
19831025_J041319.72+525214.2,A,A5,V,A5V,4141,kA2hA5mA8,,,,10.73,7076.0,3.9448,,2.209,1.567,11.02018,395.785,J041319.72+525214.2,1983-10-25 18:26:00
19901210_J041307.75+525435.8,F,F0,,F0,4133,kA6hA9mF2,7404.0,4.237,-0.081,12.457,6934.0,3.8637,,2.38,1.51,11.80223,788.306,J041307.75+525435.8,1990-12-10 16:45:00
19831025_J041730.01+530841.7,A,A5,V,A5V,4293,kA3hA5mA7,,,,12.061,7545.0,4.1581,,1.826,1.75,9.73444,495.878,J041730.01+530841.7,1983-10-25 17:31:00
19831025_J041638.47+530600.9,A,A2,V,A2V,4261,kA0hA1mA2,,,,11.749,8978.0,3.4766,,4.558,2.27,121.58457,1734.11,J041638.47+530600.9,1983-10-25 17:31:00
19901210_J041626.97+532324.6,F,F0,,F0,4251,kA7hF2mF2,7021.0,4.22,-0.069,13.222,7009.0,,-0.016,,,,624.488,J041626.97+532324.6,1990-12-10 16:45:00
19820208_J040917.49+523220.9,A,A1,IV,A1IV,3993,kA1hA2mA3,,,,11.656,8421.0,4.1203,,2.084,2.09,19.68147,751.625,J040917.49+523220.9,1982-02-08 12:52:00
19850914_J041019.31+531136.6,A,A7,V,A7V,4038,kA6hF0mF0,7486.0,4.183,-0.227,13.405,7491.0,4.2909,-0.224,1.554,1.72,6.8501,893.492,J041019.31+531136.6,1985-09-14 20:36:00
19901210_J040854.38+532117.1,F,F0,,F0,3981,kA6hF0mF1,7227.0,3.917,0.258,14.038,6927.0,4.1346,,1.743,1.51,6.30029,1201.3199,J040854.38+532117.1,1990-12-10 16:45:00
19850914_J041154.64+525319.1,A,A7,V,A7V,4092,kA4hA7mA8,7320.0,4.164,-0.284,14.257,7324.0,4.2267,-0.279,1.643,1.66,6.9995,1228.54,J041154.64+525319.1,1985-09-14 20:36:00
19850914_J041324.35+532136.2,A,A1,IV,A1IV,4144,kA2hA3mA5,,,,14.03,7283.0,3.7938,,2.689,1.64,18.32694,1877.34,J041324.35+532136.2,1985-09-14 20:36:00
19831025_J041611.82+532650.8,F,F0,,F0,4242,kA3hA6mA9,7504.0,3.965,0.052,13.838,7503.0,4.3763,0.0556,1.412,1.73,5.69462,893.331,J041611.82+532650.8,1983-10-25 18:26:00
19831025_J041444.61+533543.4,A,A1,V,A1V,4191,kA0hA2mA5,,,,13.687,7923.0,3.8384,,2.749,1.9,26.83595,1567.24,J041444.61+533543.4,1983-10-25 18:26:00
19831025_J041438.17+535631.7,A,A1,IV,A1IV,4187,kA1hA2mA3,,,,11.757,8619.0,3.9408,,2.599,2.15,33.59296,733.006,J041438.17+535631.7,1983-10-25 18:23:00
19850914_J041454.50+541345.8,A,A5,V,A5V,4196,kA1hA6mA7,,,,12.247,8445.0,4.2828,0.145,1.731,2.095,13.72601,418.19,J041454.50+541345.8,1985-09-14 20:36:00
19850914_J042000.78+525819.1,F,F0,,F0,4390,kA7hF3mF3,7074.0,3.794,0.228,11.742,7057.0,3.521,0.2287,3.59,1.56,28.78832,821.319,J042000.78+525819.1,1985-09-14 20:36:00
19851030_J042040.48+530553.3,A,A7,V,A7V,4415,kA5hF0mA9,7406.0,4.107,-0.091,12.541,7389.0,4.2661,-0.079,1.582,1.684,6.71933,539.082,J042040.48+530553.3,1985-10-30 18:01:00
19850914_J041938.80+531343.1,F,F0,,F0,4378,kA3hF2mF5,6694.0,4.191,0.208,13.614,6275.0,,0.1932,2.398,,,,J041938.80+531343.1,1985-09-14 20:36:00
19850914_J042128.73+534534.0,F,F0,,F0,4452,kA5hA8mF1,7792.0,3.796,0.148,13.588,7805.0,,0.152,3.005,,,,J042128.73+534534.0,1985-09-14 20:36:00
19901210_J042122.40+540519.0,F,F0,,F0,4449,kA4hA7mF0,7316.0,3.969,0.201,13.39,7320.0,4.2597,0.184,1.582,1.66,6.47463,697.946,J042122.40+540519.0,1990-12-10 16:45:00
19901210_J042421.11+540610.3,F,F0,,F0,4537,kA8hA7mF3,6691.0,4.127,-0.132,13.594,6319.0,4.0696,,1.709,1.25,4.19418,577.105,J042421.11+540610.3,1990-12-10 16:45:00
19850925_J042711.08+544529.3,A,A3,IV,A3IV,4630,kA2hA9mA7,7197.0,4.276,-0.81,12.277,7215.0,4.3753,-0.778,1.368,1.62,4.57109,573.473,J042711.08+544529.3,1985-09-25 20:04:00
19901210_J041737.44+541744.2,F,F0,,F0,4297,kA4hA7mF0,7339.0,3.906,0.164,13.197,7395.0,3.8144,0.147,2.666,1.69,19.14321,688.424,J041737.44+541744.2,1990-12-10 16:45:00
19831025_J041853.15+543011.8,F,F0,,F0,4348,kA6hA8mA9,7634.0,4.012,-0.147,13.518,7633.0,4.2043,-0.1156,1.746,1.78,9.32766,706.43,J041853.15+543011.8,1983-10-25 17:40:00
19850914_J041941.35+545808.1,A,A7,V,A7V,4379,kA3hA6mA8,7812.0,3.971,0.207,10.68,7809.0,3.6011,0.205,3.565,1.85,42.57189,684.597,J041941.35+545808.1,1985-09-14 20:36:00
19831025_J042201.36+544156.9,F,F0,,F0,4468,kA7hF1mF2,7202.0,4.155,-0.187,12.207,7200.0,3.5536,-0.187,3.516,1.613,29.93256,591.8,J042201.36+544156.9,1983-10-25 18:34:00
19850914_J042156.22+551225.1,F,F0,,F0,4466,kA5hA7mA9,7360.0,4.063,-0.114,11.994,7348.0,,-0.122,2.001,,,425.792,J042156.22+551225.1,1985-09-14 20:36:00
19901210_J042457.70+551807.8,F,F0,,F0,4567,kA7hF1mF2,7246.0,4.077,-0.089,13.932,6055.0,3.5865,,2.833,1.13,9.72203,914.067,J042457.70+551807.8,1990-12-10 16:45:00
19850914_J042532.70+552428.5,A,A1,IV,A1IV,4588,kA1hA2mA4,,,,13.336,7122.0,3.8877,,2.369,1.58,13.00681,749.775,J042532.70+552428.5,1985-09-14 20:36:00
19880215_J042551.16+553748.8,F,F0,,F0,4595,kA7hF0mF0,7317.0,4.012,-0.148,15.198,6511.0,4.0106,,1.894,1.34,5.80615,1403.14,J042551.16+553748.8,1988-02-15 11:47:00
19831025_J040851.80+533116.7,A,A7,V,A7V,3980,kA6hA7mA9,7733.0,3.962,0.142,11.763,7730.0,,0.141,,,,1677.78,J040851.80+533116.7,1983-10-25 17:28:00
19850914_J040644.66+533146.3,F,F0,,F0,3916,kA6hF2mF3,7208.0,3.975,0.397,12.697,7206.0,,0.396,,,,939.446,J040644.66+533146.3,1985-09-14 20:36:00
19850914_J040544.44+534843.0,F,F0,,F0,3887,kA7hA8mF0,7663.0,4.002,0.042,13.802,7662.0,4.4054,0.041,1.389,1.79,5.99228,987.054,J040544.44+534843.0,1985-09-14 20:36:00
19850914_J041145.01+541435.4,F,F0,,F0,4084,kA6hF0mF1,7331.0,3.979,0.071,11.091,7323.0,4.6431,0.0656,1.017,1.659,2.68122,261.97,J041145.01+541435.4,1985-09-14 20:36:00
19900124_J041200.99+544352.6,F,F0,,F0,4099,kA4hA7mA9,7177.0,3.975,0.196,14.527,7203.0,4.0757,0.243,1.926,1.61,8.99091,943.822,J041200.99+544352.6,1990-01-24 12:26:00
19901210_J040934.21+551105.6,F,F0,,F0,4007,kA4hF2mF0,7341.0,3.988,0.013,14.018,5792.0,3.6579,,2.504,1.04,6.35661,628.593,J040934.21+551105.6,1990-12-10 16:45:00
19901210_J040758.83+550804.7,F,F0,,F0,3953,kA6hA8mF0,6957.0,4.01,-0.075,13.071,7007.0,4.004,-0.045,2.045,1.54,9.08594,421.415,J040758.83+550804.7,1990-12-10 16:45:00
19900124_J040640.77+551328.6,F,F0,,F0,3912,kA7hF2mF1,7032.0,4.143,-0.024,15.177,6198.0,3.8131,,2.24,1.19,6.67069,971.368,J040640.77+551328.6,1990-01-24 12:26:00
19850914_J041448.88+543621.4,F,F0,,F0,4193,kA7hA9mF1,7441.0,3.945,0.153,13.967,7437.0,,0.155,,,,855.719,J041448.88+543621.4,1985-09-14 20:36:00
19901210_J041925.36+551927.7,F,F0,,F0,4375,kA6hF1mF8,7615.0,3.766,-0.126,13.441,7638.0,3.3959,-0.133,4.429,1.78,60.15036,1181.84,J041925.36+551927.7,1990-12-10 16:45:00
19850914_J041745.77+554541.0,F,F0,,F0,4306,kA3hA5mA7,7380.0,4.082,-0.152,13.366,7382.0,4.1517,-0.151,1.802,1.68,8.69204,762.233,J041745.77+554541.0,1985-09-14 20:36:00
19901210_J042050.43+551856.6,F,F0,,F0,4424,kA9hF3mF2,6519.0,3.921,0.072,13.906,6570.0,4.1221,0.071,1.678,1.36,4.72664,753.253,J042050.43+551856.6,1990-12-10 16:45:00
19850914_J041913.70+553943.8,A,A5,V,A5V,4365,kA3hA5mA7,8245.0,4.036,-0.022,13.346,8254.0,,-0.029,2.163,,,181.266,J041913.70+553943.8,1985-09-14 20:36:00
19850914_J042103.44+560625.9,A,A5,V,A5V,4430,kA4hA5mA7,,,,11.662,8155.0,3.6198,0.048,3.619,1.99,52.16938,974.753,J042103.44+560625.9,1985-09-14 20:36:00
19850914_J042208.43+555731.3,A,A5,V,A5V,4473,kA2hA5mA5,,,,14.219,7209.0,4.0758,,1.931,1.62,9.07774,1230.08,J042208.43+555731.3,1985-09-14 20:36:00
19901210_J041808.10+562018.5,F,F0,,F0,4318,kA7hF1mF0,7110.0,4.102,-0.348,13.645,6825.0,4.1091,,1.771,1.47,6.12918,878.939,J041808.10+562018.5,1990-12-10 16:45:00
19901210_J042102.06+562220.1,F,F0,,F0,4427,kA6hF2mF2,7166.0,3.862,0.275,13.263,6429.0,3.7295,,2.578,1.3,10.22647,941.474,J042102.06+562220.1,1990-12-10 16:45:00
19850914_J042126.89+562456.4,A,A7,V,A7V,4451,kA3hA6mA8,,,,11.425,6668.0,4.3474,,1.317,1.408,3.08957,296.336,J042126.89+562456.4,1985-09-14 20:36:00
19850925_J042907.93+551302.8,F,F0,,F0,4690,kA2hF3mF6,6167.0,3.933,0.197,12.452,6168.0,,0.2032,9.711,,,1191.35,J042907.93+551302.8,1985-09-25 20:04:00
19850925_J043404.35+553846.2,F,F0,,F0,4842,kA3hA7mF0,7433.0,3.954,0.196,14.156,7390.0,3.8986,0.179,2.412,1.68,15.63707,1504.78,J043404.35+553846.2,1985-09-25 20:04:00
19860119_J044011.16+554718.7,A,A7,V,A7V,5032,kA7hA8mF0,7720.0,3.899,-0.02,,,,,,,,,J044011.16+554718.7,1986-01-19 12:48:00
19850925_J042951.42+552209.9,A,A5,V,A5V,4712,kA2hA6mA6,,,,12.442,6674.0,3.3735,,4.045,1.41,29.24633,934.766,J042951.42+552209.9,1985-09-25 20:04:00
19860119_J043208.29+562055.8,A,A2,IV,A2IV,4777,kA1hA6mA6,,,,,,,,,,,,J043208.29+562055.8,1986-01-19 12:48:00
19880113_J043423.61+561956.2,A,A7,IV,A7IV,4853,kA7hF1mF0,7270.0,4.202,0.044,12.702,7722.0,4.0647,,2.074,1.82,13.77387,801.521,J043423.61+561956.2,1988-01-13 13:53:00
19851029_J043612.34+563243.6,A,A1,IV,A1IV,4908,kA1hA2mA3,,,,12.462,7687.0,4.0574,,2.08,1.8,13.60484,827.682,J043612.34+563243.6,1985-10-29 18:03:00
19851029_J043612.16+563846.5,A,A6,IV,A6IV,4907,kA2hA5mA8,,,,,,,,,,,,J043612.16+563846.5,1985-10-29 18:03:00
19851029_J043836.81+570522.4,F,F0,,F0,4962,kA5hF1mF0,7351.0,4.135,-0.125,12.402,7349.0,,-0.124,,,,728.254,J043836.81+570522.4,1985-10-29 18:03:00
19851029_J044324.76+560904.8,A,A1,IV,A1IV,5127,kA1hA2mA3,,,,12.305,7858.0,3.9215,,2.479,1.87,21.10456,1167.17,J044324.76+560904.8,1985-10-29 18:03:00
19851029_J044649.10+563515.1,F,F0,,F0,5229,kA2hF2mF3,7233.0,4.021,0.323,11.691,7215.0,3.9858,0.3196,2.142,1.62,11.20602,532.673,J044649.10+563515.1,1985-10-29 18:03:00
19851029_J044311.37+565951.8,A,A5,V,A5V,5117,kA6hA7mA9,7789.0,4.089,-0.073,13.513,7821.0,4.3133,-0.1061,1.574,1.86,8.35519,1032.4,J044311.37+565951.8,1985-10-29 18:03:00
19851029_J044504.32+570649.4,A,A1,IV,A1IV,5180,kA1hA2mA4,,,,10.81,8495.0,3.8541,,2.845,2.11,37.98449,620.721,J044504.32+570649.4,1985-10-29 18:03:00
19851029_J044614.00+571140.5,A,A5,V,A5V,5216,kA3hA7mA7,7899.0,4.107,0.016,13.549,7876.0,4.1784,-0.0238,1.849,1.88,11.85326,1123.4,J044614.00+571140.5,1985-10-29 18:03:00
19851029_J045028.18+570337.2,F,F0,,F0,5347,kA4hA9mA8,7496.0,4.079,-0.143,12.841,7482.0,4.3055,-0.1372,1.528,1.72,6.58762,706.947,J045028.18+570337.2,1985-10-29 18:03:00
19860119_J045212.84+571013.0,F,F0,,F0,5416,kA6hA9mF0,7543.0,4.002,-0.098,13.514,7539.0,3.4351,-0.1045,4.186,1.74,50.97371,2212.95,J045212.84+571013.0,1986-01-19 12:48:00
19840212_J045325.17+573017.7,F,F0,,F0,5458,kA6hA5mF0,7232.0,3.927,0.169,13.117,7216.0,4.0678,0.1684,1.949,1.62,9.27957,806.753,J045325.17+573017.7,1984-02-12 12:33:00
19860119_J045055.97+575400.7,A,A3,IV,A3IV,5363,kA0hA1mA3,,,,13.634,8453.0,,,,,,4213.75,J045055.97+575400.7,1986-01-19 12:48:00
19860119_J044521.73+571848.8,F,F0,,F0,5191,kA7hF3mF7,6414.0,4.163,0.251,13.098,6501.0,,0.2507,1.481,,,,J044521.73+571848.8,1986-01-19 12:48:00
19860119_J044507.79+572730.9,F,F0,,F0,5182,kA7hF2mF6,6676.0,4.333,0.264,12.207,6688.0,,0.2616,6.358,,,1305.09,J044507.79+572730.9,1986-01-19 12:48:00
19860119_J044030.51+571606.3,A,A2,IV,A2IV,5043,kA2hA4mA5,,,,12.314,8188.0,3.8805,,2.687,2.0,29.24485,998.739,J044030.51+571606.3,1986-01-19 12:48:00
19860119_J044200.96+572244.8,F,F0,,F0,5081,kA3hF1mF6,6796.0,4.236,0.476,,,,,,,,,J044200.96+572244.8,1986-01-19 12:48:00
19840212_J044125.78+574219.1,F,F0,,F0,5068,kA6hF0mF0,7310.0,4.056,-0.048,13.35,7313.0,3.9426,-0.046,2.279,1.66,13.38891,1095.84,J044125.78+574219.1,1984-02-12 11:38:00
19860119_J044923.63+574517.1,A,A2,IV,A2IV,5315,kA1hA3mA3,,,,12.026,8863.0,3.6223,,3.82,2.23,81.11585,1113.0699,J044923.63+574517.1,1986-01-19 12:48:00
19860119_J044831.11+580442.1,A,A5,V,A5V,5282,kA1hA5mA7,,,,13.301,7700.0,3.9166,,2.452,1.81,19.04603,1023.33,J044831.11+580442.1,1986-01-19 12:48:00
19840210_J045219.51+582740.8,A,A1,IV,A1IV,5419,kA1hA2mA4,,,,11.26,8404.0,3.5668,,3.932,2.08,69.49265,868.571,J045219.51+582740.8,1984-02-10 11:52:00
19860119_J043956.75+574628.0,F,F0,,F0,5022,kA8hF0mF2,7191.0,3.874,0.259,13.817,7180.0,4.1167,0.2576,1.837,1.61,8.0814,1144.1801,J043956.75+574628.0,1986-01-19 12:48:00
19881007_J044709.99+585337.6,F,F0,,F0,5237,kA9hF4mF5,6490.0,4.1,-0.251,15.323,6197.0,4.0033,,1.799,1.19,4.30215,1154.13,J044709.99+585337.6,1988-10-07 20:10:00
